Family_ID,City_ID,City_Code,Region,Community_ID,Urban_Rural,Location_Type,Parent_Gender,Parent_Sex,Child_Gender,Child_Sex,Parent_Age,Child_Age,Parent_Education,Family_SES,Comm_Cultural_Policy,Comm_Cultural_Facility,Comm_Cultural_Activity,P_Cog1,P_Cog2,P_Cog3,P_Cog4,P_Cog5,P_Cog6,Parent_Cog_Mean,P_Aff1,P_Aff2,P_Aff3,P_Aff4,P_Aff5,Parent_Aff_Mean,P_Beh1,P_Beh2,P_Beh3,P_Beh4,P_Beh5,Parent_Beh_Mean,Parent_Identity_Overall,C_Cog1,C_Cog2,C_Cog3,C_Cog4,C_Cog5,C_Cog6,Child_Cog_Mean,C_Aff1,C_Aff2,C_Aff3,C_Aff4,C_Aff5,Child_Aff_Mean,C_Beh1,C_Beh2,C_Beh3,C_Beh4,C_Beh5,Child_Beh_Mean,Child_Identity_Overall,FSI1,FSI2,FSI3,FSI4,Family_Socialization,Parent_Cog_Mean_z,Parent_Aff_Mean_z,Parent_Beh_Mean_z,Parent_Identity_Overall_z,Child_Cog_Mean_z,Child_Aff_Mean_z,Child_Beh_Mean_z,Child_Identity_Overall_z,Family_Socialization_z,Family_SES_z,Comm_Cultural_Policy_z,Comm_Cultural_Facility_z,Comm_Cultural_Activity_z,Parent_Identity_c,Family_Socialization_c,Parent_Cog_c,Parent_Aff_c,Parent_Beh_c,Parent_X_Socialization,Urban_X_Parent,Urban_X_Socialization,Three_Way_Interaction,Child_Age_Group,Gender_Combination,Comm_Parent_Identity_Mean,Comm_Socialization_Mean,Comm_Urban_Prop,Region_Central,Region_Western
F0001,14,W2,Western,94,1,Urban,1,Male,2,Female,46,20.4,4,5.37,3.71,3.64,3.89,5,4,4,4,3,5,4.17,2,3,2,2,2,2.2,2,1,1,1,2,1.4,2.74,3,4,5,4,4,3,3.83,2,3,3,2,3,2.6,3,3,2,3,2,2.6,3.05,4,3,4,4,3.75,0.7498005613240603,-1.513715358386781,-1.398068322076907,-1.047505807900003,0.7753293102013137,-0.9898132227558145,0.06867941476941361,-0.10800626190802662,0.007877456300477073,1.2087923553884399,-0.34244512868091764,-0.12086626680380393,0.7963882728165568,-0.7770495258166492,0.0094836670179137,0.7240814892869682,-2.0101861608710925,-1.4991921320688446,-0.007369278959272836,-0.7770495258166492,0.0094836670179137,-0.007369278959272836,19-22,Father-Daughter,3.718125,3.8125,0.8125,0,1
F0002,7,C1,Central,43,0,Rural,2,Female,2,Female,47,12.6,2,3.6,3.86,3.81,2.49,4,4,4,4,4,4,4.0,3,4,5,4,4,4.0,2,2,3,3,3,2.6,3.67,4,5,4,3,4,4,4.0,4,3,4,3,4,3.6,3,4,3,4,3,3.4,3.78,4,5,4,4,4.25,0.57376223233624,-0.15827490310303177,-0.27901096404693065,0.20618571237108435,0.9635376313775209,-0.14453208855886093,0.8910991575602472,0.7516387066354355,0.4231944579200692,-0.2074841298880385,-0.10146104331684848,0.10945014120585517,-1.6039598626272402,0.1529504741833505,0.5094836670179137,0.5540814892869683,-0.21018616087109265,-0.29919213206884443,0.07792576845906216,0.0,0.0,0.0,12-15,Mother-Daughter,3.569130434782609,3.510869565217391,0.43478260869565216,1,0
F0003,1,E1,Eastern,1,0,Rural,1,Male,1,Male,49,15.9,2,4.58,2.48,2.61,2.17,5,5,4,5,5,7,5.17,6,5,6,6,5,5.6,3,3,4,3,3,3.2,4.66,5,3,3,4,3,3,3.5,5,4,5,4,5,4.6,2,2,2,2,2,2.0,3.52,3,4,4,4,3.75,1.7853201436053567,1.0465610571491897,0.28051771496805755,1.5407605565306295,0.40998374556514644,0.7007490456380923,-0.5481353923237118,0.4454637863322849,0.007877456300477073,0.5766689523554354,-2.318514628666286,-1.5163127388623276,-2.152610865014394,1.1429504741833507,0.0094836670179137,1.7240814892869682,1.389813839128907,0.30080786793115566,0.010839361715121466,0.0,0.0,0.0,12-15,Father-Son,3.475909090909091,3.6363636363636362,0.4090909090909091,0,0
F0004,16,W4,Western,106,0,Rural,2,Female,2,Female,47,18.0,2,2.5,3.0,3.41,2.91,3,4,4,3,4,3,3.5,1,2,1,2,1,1.4,4,4,3,5,4,4.0,2.95,4,4,3,4,4,4,3.83,2,2,3,3,3,2.6,3,2,3,3,4,3.0,3.2,2,3,3,3,2.75,0.05600244119559184,-2.116133338512892,1.0265559536547082,-0.7644141742904025,0.7753293102013137,-0.9898132227558145,0.4798892861648304,0.06863311518994548,-0.8227565469387071,-1.0876559568960193,-1.4831031327375124,-0.4324708188168722,-0.8838554219941012,-0.5670495258166492,-0.9905163329820863,0.05408148928696832,-2.8101861608710927,1.1008078679311555,0.5616718169311383,-0.0,-0.0,0.0,16-18,Mother-Daughter,3.50375,3.625,0.5416666666666666,0,1
F0005,10,C4,Central,64,1,Urban,1,Male,1,Male,55,20.6,3,5.22,4.94,4.38,4.83,3,3,5,4,3,3,3.5,6,5,5,5,5,5.2,6,6,5,6,6,5.8,4.93,4,4,3,4,4,4,3.83,6,5,6,5,6,5.6,4,6,4,5,5,4.8,4.45,6,6,6,6,6.0,0.05600244119559184,0.7453520670861346,2.7051419906996723,1.9047355140286866,0.7753293102013137,1.5460301798350458,2.3303337074442063,1.5406279243397094,1.8768039635886415,1.0887689244328058,1.6336243713044516,0.8816875092382417,2.4080505923288205,1.4129504741833503,2.2594836670179137,0.05408148928696832,0.9898138391289075,2.9008078679311553,3.1925385187224964,1.4129504741833503,2.2594836670179137,3.1925385187224964,19-22,Father-Son,3.780625,3.859375,0.8125,1,0
F0006,2,E2,Eastern,12,1,Urban,1,Male,1,Male,40,13.6,4,3.62,3.75,3.7,3.19,5,5,5,5,4,6,5.0,2,2,2,2,1,1.8,4,4,4,4,4,4.0,3.75,4,4,5,5,5,5,4.67,4,5,4,3,4,4.0,4,3,3,3,3,3.2,3.97,5,4,5,5,4.75,1.6092818146175363,-1.8149243484498367,1.0265559536547082,0.3140301442223608,1.7052998383661027,0.1935803651199204,0.685494221862539,0.9753819176262001,0.8385114595396613,-0.19148100576062063,-0.27818270591716576,-0.03957812280039473,-0.40378579490534205,0.23295047418335058,1.0094836670179137,1.5540814892869683,-2.410186160871093,1.1008078679311555,0.23515969891217056,0.23295047418335058,1.0094836670179137,0.23515969891217056,12-15,Father-Son,3.502,3.24,0.6,0,0
F0007,7,C1,Central,44,1,Urban,1,Male,1,Male,47,19.1,4,2.14,3.76,4.45,4.01,4,2,4,4,3,4,3.5,4,4,5,5,4,4.4,2,3,3,2,4,2.8,3.84,3,3,2,4,4,3,3.17,5,5,4,5,5,4.8,4,2,2,2,3,2.6,3.69,4,6,5,5,5.0,0.05600244119559184,0.1429340869600239,-0.09250140437526819,0.4353551300550465,0.04463818092897921,0.8698052724774832,0.06867941476941361,0.6456550803766526,1.0461699603494574,-1.3757121911895405,-0.2621171002262282,0.9765236772422193,1.0021323987117388,0.32295047418335043,1.2594836670179137,0.05408148928696832,0.1898138391289077,-0.0991921320688447,0.40675084748962026,0.32295047418335043,1.2594836670179137,0.40675084748962026,19-22,Father-Son,3.2842105263157895,3.8552631578947367,0.5263157894736842,1,0
F0008,14,W2,Western,98,1,Urban,2,Female,1,Male,45,17.5,3,4.0,4.28,4.09,3.83,4,4,4,4,3,4,3.83,5,4,6,4,5,4.8,4,3,4,3,3,3.4,3.9,3,3,3,3,3,5,3.33,2,3,2,4,3,2.8,2,3,2,2,3,2.4,2.69,2,2,3,3,2.5,0.3977239033484197,0.4441430770230789,0.46702727463972,0.5162384539435039,0.2217754243889392,-0.820756995916424,-0.13692552092829502,-0.5319407669431585,-1.0304150477485032,0.11257835266031813,0.5732943957025463,0.48879481322176416,0.6935162098689653,0.3829504741833505,-1.2405163329820863,0.3840814892869684,0.5898138391289072,0.5008078679311554,-0.47505631794768105,0.3829504741833505,-1.2405163329820863,-0.47505631794768105,16-18,Mother-Son,3.403461538461538,3.8173076923076925,0.46153846153846156,0,1
F0009,10,C4,Central,64,1,Urban,2,Female,1,Male,40,18.3,3,4.98,4.94,4.38,4.83,4,3,4,3,2,4,3.33,4,5,4,4,4,4.2,5,5,5,5,6,5.2,3.94,3,1,3,1,3,2,2.17,3,3,4,4,2,3.2,2,2,3,1,2,2.0,2.3,3,3,3,3,3.0,-0.12003588779222847,-0.0076704080715039435,2.1456133116846843,0.570160669869142,-1.0624695906957697,-0.4826445422376423,-0.5481353923237118,-0.9912031473978851,-0.6150980461289112,0.8967314349037924,1.6336243713044516,0.8816875092382417,2.4080505923288205,0.4229504741833505,-0.7405163329820863,-0.11591851071303161,-0.010186160871092476,2.3008078679311557,-0.3132017341752893,0.4229504741833505,-0.7405163329820863,-0.3132017341752893,16-18,Mother-Son,3.780625,3.859375,0.8125,1,0
F0010,9,C3,Central,63,1,Urban,1,Male,1,Male,49,22.7,3,3.29,4.98,3.74,4.33,4,4,4,4,3,4,3.83,4,4,5,4,4,4.2,3,3,3,2,1,2.4,3.68,4,4,4,4,4,4,4.0,4,4,5,5,4,4.4,3,3,4,3,2,3.0,3.8,6,5,5,6,5.5,0.3977239033484197,-0.0076704080715039435,-0.4655205237185935,0.2196662663524942,0.9635376313775209,0.5316928187987021,0.4798892861648304,0.7751906235818318,1.4614869619690496,-0.45553255386301494,1.6978867940682034,0.014613973201878065,1.550783401098893,0.16295047418335074,1.7594836670179137,0.3840814892869684,-0.010186160871092476,-0.4991921320688446,0.28670869785842984,0.16295047418335074,1.7594836670179137,0.28670869785842984,19-22,Father-Son,3.4166666666666665,4.116666666666666,0.6,1,0
